Track,Count,Percentage
"天津,天津(提货)->江苏,南京(卸货)",6,0.00022533518608930785
"陕西,渭南(提货)->浙江,杭州(卸货)",6,0.00022533518608930785
"河南,郑州(提货)->安徽,芜湖(卸货)",6,0.00022533518608930785
"广东,中山(提货)->陕西,榆林(卸货)",6,0.00022533518608930785
"陕西,西安(提货)->山西,大同(卸货)",6,0.00022533518608930785
"江苏,苏州(提货)->安徽,芜湖(卸货)",6,0.00022533518608930785
"浙江,台州(提货)->陕西,渭南(卸货)",6,0.00022533518608930785
"河北,衡水(提货)->湖北,武汉(卸货)",6,0.00022533518608930785
"陕西,西安(提货)->甘肃,酒泉(卸货)",6,0.00022533518608930785
"陕西,渭南(提货)->江苏,南通(卸货)",6,0.00022533518608930785
"陕西,咸阳(提货)->天津,天津(卸货)",6,0.00022533518608930785
"宁夏,银川(提货)->陕西,宝鸡(卸货)",6,0.00022533518608930785
"广东,清远(提货)->广东,广州(卸货)",6,0.00022533518608930785
"江西,赣州(提货)->广西,南宁(卸货)",6,0.00022533518608930785
"四川,成都(提货)->四川,泸州(卸货)",6,0.00022533518608930785
"天津,天津(提货)->辽宁,沈阳(卸货)",6,0.00022533518608930785
"陕西,宝鸡(提货)->宁夏,石嘴山(卸货)",6,0.00022533518608930785
"陕西,西安(提货)->甘肃,兰州(卸货)",6,0.00022533518608930785
"陕西,西安(提货)->甘肃,天水(卸货)",6,0.00022533518608930785
"上海,上海(提货)->河南,郑州(卸货)->河南,洛阳(卸货)",6,0.00022533518608930785
"陕西,宝鸡(提货)->重庆,重庆(卸货)",6,0.00022533518608930785
"安徽,合肥(提货)->江西,南昌(卸货)",5,0.00018777932174108986
"天津,天津(提货)->山东,日照(卸货)",5,0.00018777932174108986
"安徽,滁州(提货)->山东,济宁(卸货)",5,0.00018777932174108986
"河北,邢台(提货)->江西,赣州(卸货)",5,0.00018777932174108986
"广东,中山(提货)->湖南,衡阳(卸货)",5,0.00018777932174108986
"安徽,芜湖(提货)->云南,普洱(卸货)",5,0.00018777932174108986
"河北,唐山(提货)->黑龙江,哈尔滨(卸货)",5,0.00018777932174108986
"陕西,西安(提货)->陕西,榆林(卸货)",5,0.00018777932174108986
"江苏,南京(提货)->福建,莆田(卸货)",5,0.00018777932174108986
"陕西,渭南(提货)->山东,青岛(卸货)",5,0.00018777932174108986
"上海,上海(提货)->安徽,芜湖(卸货)->安徽,马鞍山(卸货)",5,0.00018777932174108986
"安徽,滁州(提货)->安徽,亳州(卸货)",5,0.00018777932174108986
"安徽,滁州(提货)->江苏,泰州(卸货)",5,0.00018777932174108986
"广东,中山(提货)->安徽,合肥(卸货)->安徽,芜湖(卸货)",5,0.00018777932174108986
"黑龙江,牡丹江(提货)->河北,唐山(卸货)",5,0.00018777932174108986
"上海,上海(提货)->河南,驻马店(卸货)",5,0.00018777932174108986
"陕西,西安(提货)->山西,晋中(卸货)",5,0.00018777932174108986
"陕西,咸阳(提货)->重庆,重庆(卸货)",5,0.00018777932174108986
"安徽,芜湖(提货)->广东,韶关(卸货)",5,0.00018777932174108986
"浙江,绍兴(提货)->湖北,十堰(卸货)",5,0.00018777932174108986
"安徽,宣城(提货)->河北,唐山(卸货)",5,0.00018777932174108986
"天津,天津(提货)->辽宁,盘锦(卸货)",5,0.00018777932174108986
"广东,中山(提货)->江西,景德镇(卸货)",5,0.00018777932174108986
"山东,青岛(提货)->安徽,芜湖(卸货)",5,0.00018777932174108986
"云南,昆明(提货)->四川,德阳(卸货)",5,0.00018777932174108986
"安徽,滁州(提货)->湖北,鄂州(卸货)",5,0.00018777932174108986
"陕西,西安(提货)->青海,西宁(卸货)",5,0.00018777932174108986
